Idiom,Sense,Idiomatic_Sent,Literal_Sent,Idiomatic_Label,Literal_Label
fall for,to fall in love with someone,They met at a friend 's wedding party and fell for each other almost immediately .,They met at a friend 's wedding party and were romatically attracted to each other almost immediately .,O O O O O O O O O B I O O O O O,O O O O O O O O O B I I I O O O O O
fall for,to fall in love with someone,"I know he has fallen for that girl , but I do n't think she would be much interested in him - she likes men with intellect and he is not up to the mark . ''","I know he has fallen in love with that girl , but I do n't think she would be much interested in him - she likes men with intellect and he is not up to the mark . ''",O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
tall poppy,a privileged or distinguished person,Recently a party was hosted in the city where all the tall poppies were invited to raise charity for clean shelters in suburbs .,Recently a party was hosted in the city where all the wealthy people were invited to raise charity for clean shelters in suburbs .,O O O O O O O O O O O B I O O O O O O O O O O O,O O O O O O O O O O O B I O O O O O O O O O O O
tall poppy,a privileged or distinguished person,During an award show all the tall poppies were invited on stage to present the star of the millennium award .,During an award show all the distinguished people were invited on stage to present the star of the millennium award .,O O O O O O B I O O O O O O O O O O O O O,O O O O O O B I O O O O O O O O O O O O O
tall poppy,a privileged or distinguished person,I have interviewed many tall poppies & have found that most of them believe in philanthropy thus changing my belief about them .,I have interviewed many distinguished people & have found that most of them believe in philanthropy thus changing my belief about them .,O O O O B I O O O O O O O O O O O O O O O O O,O O O O B I O O O O O O O O O O O O O O O O O
tall poppy,a privileged or distinguished person,"She may be a tall poppy , but she never flaunts her wealth .","She may be wealthy , but she never flaunts her wealth .",O O O B I I O O O O O O O O,O O O B O O O O O O O O
tall poppy,a privileged or distinguished person,The tall poppies have worked so hard to achieve success .,The distinguished people have worked so hard to achieve success .,O B I O O O O O O O O,O B I O O O O O O O O
come on,to request to hurry (something),The waiter asked us to come on and get the table before the people who had reserved it would arrive .,The waiter asked us to come and get the table before the people who had reserved it would arrive .,O O O O O O B O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O
come on,to request to hurry (something),"I have to be at the exam hall in 10 minutes , please come on !","I have to be at the exam hall in 10 minutes , please come quick !",O O O O O O O O O O O O O O B O,O O O O O O O O O O O O O O B O
come on,to request to hurry (something),"We had asked her to come on the train ride with us , so she obliged .","We had asked her to join us on the train ride , so she obliged .",O O O O O B O O O O I O O O O O O,O O O O O B O O O O O O O O O O
come on,to request to hurry (something),"The builder said , `` come on , we must hurry '' to his project manager when he was visiting the site .","The builder said , `` quick , we must hurry '' to his project manager when he was visiting the site .",O O O O O B I O O O O O O O O O O O O O O O O,O O O O O B O O O O O O O O O O O O O O O O
come on,to request to hurry (something),"Sir , please come on this way","Sir , please come this way",O O O O B O O,O O O O O O
come on,to request to hurry (something),I ask my children to come on when they sit for food every day .,I ask my children to hurry when they sit for food every day .,O O O O O B I O O O O O O O O,O O O O O B O O O O O O O O
come on,to request to hurry (something),The case from the trial came on way too early .,The case from the trial pleaded way too early .,O O O O O B I O O O O,O O O O O B O O O O
come on,to request to hurry (something),"Come on , I want to watch the movie today !","Let 's go , I want to watch the movie today !",B I O O O O O O O O O,B I I O O O O O O O O O
come on,to request to hurry (something),"Come on , I have only few minutes before I must go .","Hurry , I have only few minutes before I must go .",B I O O O O O O O O O O O,B O O O O O O O O O O O
in the cross hairs,in a position where one might receive severe criticism,The man was in the cross hairs from the very beginning of the interrogation .,The man was a target from the very beginning of the interrogation .,O O O B O I I O O O O O O O O,O O O B I O O O O O O O O
in the cross hairs,in a position where one might receive severe criticism,I was in the cross hairs when I visited my sister while she was having a fight with her husband .,I was caught in the middle of something when I visited my sister while she was having a fight with her husband .,O O O O B I O O O O O O O O O O O O O O O,O O B O O I I I O O O O O O O O O O O O O O O
in the cross hairs,in a position where one might receive severe criticism,The CEO is usually the one in the cross hairs in such a case .,The CEO is usually the one blamed in such a case .,O O O O O O O O B I O O O O O,O O O O O O B O O O O O
in the cross hairs,in a position where one might receive severe criticism,The film is in the cross hairs because of its use of historical events even though the director has made it clear that it has been made based on a poem and is not supposed to be historically accurate .,The film is in controversy because of its use of historical events even though the director has made it clear that it has been made based on a poem and is not supposed to be historically accurate .,O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
in the cross hairs,in a position where one might receive severe criticism,My mother is in the cross hairs when my granny visits us . ',My mother is on edge when my granny visits us . ',O O O B I I I O O O O O O O,O O O B I O O O O O O O
the calm before the storm,"a calm peaceful situation that will not continue because a big argument, problem etc is coming","The family 's meeting on property dispute begins today and I 'm just sitting down with a cup of coffee , enjoying the calm before the storm .","The family 's meeting on property dispute begins today and I 'm just sitting down with a cup of coffee , enjoying the peace before the argument .",O O O O O O O O O O O O O O O O O O O O O O O B O O I O,O O O O O O O O O O O O O O O O O O O O O O O B O O I O
the calm before the storm,"a calm peaceful situation that will not continue because a big argument, problem etc is coming","This is just the calm before the storm , when the kids get home from school this house will be chaos .","This is just the quiet period before the activity , when the kids get home from school this house will be chaos .",O O O O B O O I O O O O O O O O O O O O O O,O O O O B I O O I O O O O O O O O O O O O O O
the calm before the storm,"a calm peaceful situation that will not continue because a big argument, problem etc is coming",My mom gets really quiet when she is angry and We all know that it 's the calm before the storm and try to get out of her way before it hits .,My mom gets really quiet when she is angry and We all know that it 's the quiet period before the argument and try to get out of her way before it hits .,O O O O O O O O O O O O O O O O O B O O I O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O B O O I O O O O O O O O O O O O
the calm before the storm,"a calm peaceful situation that will not continue because a big argument, problem etc is coming",Do n't under-estimate the Canadian wrestler it just the calm before the storm - I am sure that he will return with tremendous force and energy .,Do n't under-estimate the Canadian wrestler it just the peace before the incident - I am sure that he will return with tremendous force and energy .,O O O O O O O O O B O O I O O O O O O O O O O O O O O,O O O O O O O O O B O O I O O O O O O O O O O O O O O
the calm before the storm,"a calm peaceful situation that will not continue because a big argument, problem etc is coming","Charity should have recognised it as the calm before the storm , but she did n't .","Charity should have recognised it as the peace situation that will not continue , but she did n't .",O O O O O O O B I O I O O O O O O,O O O O O O O B I I I I I O O O O O O
there's no time like the present,right now is the best time,The master chef always told me that there 's no time like the present to start working on your signature dish .,The master chef always told me that right now is the best time to start working on your signature dish .,O O O O O O O B I I O I O I O O O O O O O O,O O O O O O O B I I O I O O O O O O O O O
there's no time like the present,right now is the best time,I understand that there 's no time like the present but I have to develop this idea further before I start working on the business plan .,I understand that right now is the best time but I have to develop this idea further before I start working on the business plan .,O O O B I I O I O I O O O O O O O O O O O O O O O O O,O O O B I I O I O O O O O O O O O O O O O O O O O O
there's no time like the present,right now is the best time,You know there 's no time like the present to confess your love to your partner .,You know there 's no time like right now to confess your love to your partner .,O O O O O O O B I O O O O O O O O,O O O O O O O B I O O O O O O O O
there's no time like the present,right now is the best time,There is no time like the present to start this venture because the government is fully supportive of the sustainable energy and its related reforms .,There is no time like right now to start this venture because the government is fully supportive of the sustainable energy and its related reforms .,O O O O O O B O O O O O O O O O O O O O O O O O O O,O O O O O B I O O O O O O O O O O O O O O O O O O O
there's no time like the present,right now is the best time,"There is not time like the present , so let ’ s go ahead and get the application started .","There is not time like right now , so let ’ s go ahead and get the application started .",O O O O O O B O O O O O O O O O O O O O,O O O O O B I O O O O O O O O O O O O O
variety is the spice of life,new and exciting practices make life more attractive,I started learning tennis after having tried swimming because variety is the spice of life .,I started learning tennis after having tried swimming because exploring new opportunities makes life interesting .,O O O O O O O O O B I I I I O O,O O O O O O O O O B I I I O I O
variety is the spice of life,new and exciting practices make life more attractive,She loves trying different sports every year as she knows variety is the spice of life .,She loves trying different sports every year as she knows trying unique things keeps her life interesting .,O O O O O O O O O O B I I I I O O,O O O O O O O O O O O B I I I O I O
variety is the spice of life,new and exciting practices make life more attractive,He says variety is the spice of life .,He says trying new things helps keep his life intersting .,O O B I I I I O O,O O B I I I I I O I O
variety is the spice of life,new and exciting practices make life more attractive,You should know that variety is the spice of life .,You should know that life is interesting because of variety .,O O O O O O B I O O O,O O O O O O B I O O O
variety is the spice of life,new and exciting practices make life more attractive,One should learn different things for having different experiences as variety is the spice of life that keeps one moving .,One should learn different things for having different experiences there are many things that keeps one moving .,O O O O O O O O O B I I I I I I O O O O O,O O O O O O O O O B I I O O O O O O
variety is the spice of life,new and exciting practices make life more attractive,The belief that variety is the spice of life is in his blood .,The belief that variety keeps life lively is in his blood .,O O O O O B I I O O O O O O,O O O O B O I O O O O O
variety is the spice of life,new and exciting practices make life more attractive,This generation believes that variety is the spice of life ; that is why they keep changing their interests .,This generation believes that trying new things keeps life intersting ; that is why they keep changing their interests .,O O O O B O I I I O O O O O O O O O O O,O O O O B I I I O I O O O O O O O O O O
ants in pants,to be so excited or full of energy that you are unable to sit or stand still,The young students just ca n't sit still ; they must have ants in their pants .,The young students just ca n't sit still ; they must be very excited or worried about something .,O O O O O O O O O O O B I I I I O,O O O O O O O O O O O B I I I I I I O
ants in pants,to be so excited or full of energy that you are unable to sit or stand still,"The children are always jumping out of their seats and running all around , They seems to have ants in their pants .","The children are always jumping out of their seats and running all around , They seems to be uneasy .",O O O O O O O O O O O O O O O O O B I I O I O,O O O O O O O O O O O O O O O O O B I O
ants in pants,to be so excited or full of energy that you are unable to sit or stand still,She was very excited to be going to the party that night and had ants in her pants all day .,She was very excited to be going to the party that night and was not able to keep still .,O O O O O O O O O O O O O B I I I I I I O,O O O O O O O O O O O O O O B I O I I O
ants in pants,to be so excited or full of energy that you are unable to sit or stand still,Ca n't you sit still for minute ? Do you have ants in your pants ?,Ca n't you sit still for minute ? Are you restless ?,O O O O O O O O B O I I I I I O,O O O O O O O O B O I O
ants in pants,to be so excited or full of energy that you are unable to sit or stand still,He had ants in his pants - he could not wait to get started on his new adventure trip .,He was agitated - he could not wait to get started on his new adventure trip .,O B I I O I O O O O O O O O O O O O O O,O B I O O O O O O O O O O O O O O
ants in pants,to be so excited or full of energy that you are unable to sit or stand still,His five year old daughter has ants in her pants and She keeps running around never can keep still for moment .,His five year old daughter is unable to keep still and She keeps running around never can keep still for moment .,O O O O O B I I I I O O O O O O O O O O O O,O O O O O B I I O O O O O O O O O O O O O O
ants in pants,to be so excited or full of energy that you are unable to sit or stand still,"He was looking forward to the expedition and had ants in his pants , but we were not supposed to start for another couple of hours .","He was looking forward to the expedition and was excited , but we were not supposed to start for another couple of hours .",O O O O O O O O B I I I I O O O O O O O O O O O O O O,O O O O O O O O O B O O O O O O O O O O O O O O
ants in pants,to be so excited or full of energy that you are unable to sit or stand still,He had ants in his pants when he learnt that he had been selected for the program .,He was excited when he learnt that he had been selected for the program .,O O B I I I O O O O O O O O O O O O,O B I O O O O O O O O O O O O
ants in pants,to be so excited or full of energy that you are unable to sit or stand still,He had ants in his pants waiting for the news and jumped every time he heard someone walk by the door .,He was uneasy waiting for the news and jumped every time he heard someone walk by the door .,O B I I I I O O O O O O O O O O O O O O O O,O B I O O O O O O O O O O O O O O O O
a dime a dozen,something that is very common and not of much value,Adventure and traveling based reality shows are now outdated and a dime a dozen .,Adventure and traveling based reality shows are now outdated and common .,O O O O O O O O O O B I I I O,O O O O O O O O O O B O
a dime a dozen,something that is very common and not of much value,"Websites on health and fitness are a dime a dozen nowadays , but not all of them are accurate and have correct information .","Websites on health and fitness are common nowadays , but not all of them are accurate and have correct information .",O O O O O O B I I I O O O O O O O O O O O O O O,O O O O O O B O O O O O O O O O O O O O O
a dime a dozen,something that is very common and not of much value,"Low paying jobs are a dime a dozen and anyone can get one if they try , but the high paying ones are not so easy to get and require proper and relevant skills .","Low paying jobs are easy to come across and anyone can get one if they try , but the high paying ones are not so easy to get and require proper and relevant skills .",O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O
a dime a dozen,something that is very common and not of much value,"Coaching classes are a dime a dozen , but most of them are of low quality and do not deliver on their promise .","Coaching classes are very common , but most of them are of low quality and do not deliver on their promise .",O O O B I I I O O O O O O O O O O O O O O O O O,O O O B I O O O O O O O O O O O O O O O O O
a dime a dozen,something that is very common and not of much value,Cheap watches like this have flooded the market and you can get them a dime a dozen .,Cheap watches like this have flooded the market and you can get them anywhere .,O O O O O O O O O O O O O B I I I O,O O O O O O O O O O O O O B O
a dime a dozen,something that is very common and not of much value,Small time local music bands are a dime a dozen .,Small time local music bands are very common .,O O O O O O B I I I O,O O O O O O B I O
come what may,no matter what may happen,The girl has decided to marry him even though her parents did n't approve come what may .,The girl has decided to marry him even though her parents did n't approve and face the wrath .,O O O O O O O O O O O O O O B I I O,O O O O O O O O O O O O O O B I I I O
come what may,no matter what may happen,I have decided to go to London to complete my higher education come what may .,I have decided to go to London to complete my higher education no matter whats in store for me .,O O O O O O O O O O O O B I I O,O O O O O O O O O O O O B I I I I I I O
come what may,no matter what may happen,She has promised her mother that she will pass the exam come what may this year .,She has promised her mother that she will pass the exam no matter what she has to do this year .,O O O O O O O O O O O B O I O O O,O O O O O O O O O O O B I O O O I I O O O
come what may,no matter what may happen,We will be vacationing outside the country this year come what may .,We will be vacationing outside the country this year no matter what .,O O O O O O O O O B O I O,O O O O O O O O O B I O O
come what may,no matter what may happen,My cousin is going to go to the party come what may .,My cousin is going to go to the party no matter what .,O O O O O O O O O B O I O,O O O O O O O O O B I O O
come what may,no matter what may happen,I am going to board that train to spain this summer come what may .,I am going to board that train to spain this summer no matter what .,O O O O O O O O O O O B O I O,O O O O O O O O O O O B I O O
come what may,no matter what may happen,"It 's good to know that , come what may , my job is safe . ''","It 's good to know that , no matter what comes about , my job is safe . ''",O O O O O O O B O I O O O O O O O,O O O O O O O B I O I I O O O O O O O
axe to grind,to have a strong personal opinion about something which is the reason why you do something,He should not become the chairman of the committee as he has too many axes of his own to grind .,He should not become the chairman of the committee as he has too many ulterior motives .,O O O O O O O O O O O O O O B O I I I I O,O O O O O O O O O O O O O O B I O
axe to grind,to have a strong personal opinion about something which is the reason why you do something,"When I see him strongly supporting someone who could be his rival , I can not help but think that he has an axe to grind .","When I see him strongly supporting someone who could be his rival , I can not help but think that he has an ulterior motive .",O O O O O O O O O O O O O O O O O O O O O O O B I I O,O O O O O O O O O O O O O O O O O O O O O O O B I O
axe to grind,to have a strong personal opinion about something which is the reason why you do something,"He has no political axe to grind , he is just concerned about the state of affairs here .","He has no political opinion , he is just concerned about the state of affairs here .",O O O O B I I O O O O O O O O O O O O,O O O O B O O O O O O O O O O O O
axe to grind,to have a strong personal opinion about something which is the reason why you do something,I think he is gunning for the top job because he has an axe to grind with some of his colleagues .,I think he is gunning for the top job because he has a dispute with some of his colleagues .,O O O O O O O O O O O O B I I I O O O O O O,O O O O O O O O O O O O B I O O O O O O
axe to grind,to have a strong personal opinion about something which is the reason why you do something,Some new reports may be biased because the reporters have an axe to grind .,Some new reports may be biased because the reporters have a selfish reason for reporting them .,O O O O O O O O O O B I I I O,O O O O O O O O O O B I I I I I O
axe to grind,to have a strong personal opinion about something which is the reason why you do something,What started as a casual discussion flared up into a heated debate because both of them had an axe to grind .,What started as a casual discussion flared up into a heated debate because both of them had a strong point of view .,O O O O O O O O O O O O O O O O O B I I I O,O O O O O O O O O O O O O O O O O O B I O I O
axe to grind,to have a strong personal opinion about something which is the reason why you do something,They have been constantly arguing with each other and They seem to have an axe to grind .,They have been constantly arguing with each other and They seem to have a dispute . ',O O O O O O O O O O O O O B I O I O,O O O O O O O O O O O O O B I O I
ginger up,to get excited,As soon as they heard about the picnic the children in the class gingered up .,As soon as they heard about the picnic the children in the class get excited .,O O O O O O O O O O O O O B I O,O O O O O O O O O O O O O B I O
ginger up,to get excited,I got him to ginger up about the vacation that I have been planning for months by showing him the itinerary .,I got him enthusiastic about the vacation that I have been planning for months by showing him the itinerary .,O O O B I I O O O O O O O O O O O O O O O O,O O O B O O O O O O O O O O O O O O O O
ginger up,to get excited,Whenever she meets her sisters children she gingers up .,Whenever she meets her sisters children she gets excited .,O O O O O O O B I O,O O O O O O O B I O
ginger up,to get excited,The group gingers up when hearing the news .,The group get excited when hearing the news .,O O B I O O O O O,O O B I O O O O O
ginger up,to get excited,The children gingered up after class .,The children got excited after class .,O O B I O O O,O O B I O O O
take aback,surprised or confused by something unexpected,We were all quite taken aback by his decision to retire from upcoming football tournament .,We were all quite surprised by his decision to retire from upcoming football tournament .,O O O O B I O O O O O O O O O O,O O O O B O O O O O O O O O O
take aback,surprised or confused by something unexpected,I was really taken aback by her rude and childish behaviour .,I was really shocked her rude and childish behaviour .,O O O B I I O O O O O O,O O O B O O O O O O
take aback,surprised or confused by something unexpected,She was taken aback when he asked her to marry him out of the blue .,She was confused when he asked her to marry him out of the blue .,O O B I O O O O O O O O O O O O,O O B O O O O O O O O O O O O
take aback,surprised or confused by something unexpected,He was taken aback by the direct questions posed by the interviewer .,He was taken surprised by the direct questions posed by the interviewer .,O O O B O O O O O O O O O,O O O B O O O O O O O O O
take aback,surprised or confused by something unexpected,The officer was a bit taken aback when I asked him directly whether he was asking for money to do the job .,The officer was a bit shocked when I asked him directly whether he was asking for money to do the job .,O O O O O B I O O O O O O O O O O O O O O O O,O O O O O B O O O O O O O O O O O O O O O O
take aback,surprised or confused by something unexpected,I think he was taken aback when she screamed at him for being innappropriate with her infront of the whole bar .,I think he was suprised when she screamed at him for being innappropriate with her infront of the whole bar .,O O O O B I O O O O O O O O O O O O O O O O,O O O O B O O O O O O O O O O O O O O O O
round the clock,all hours of the day,The counselor has been working round the clock with patients .,The counselor has been working all day and night with patients .,O O O O O B I I O O O,O O O O O B I I I O O O
round the clock,all hours of the day,The prisoners are monitored round the clock by the officers .,The prisoners are monitored all hours of the day by the officers .,O O O O B O I O O O O,O O O O B I I O I O O O O
round the clock,all hours of the day,A mother works round the clock without any form of appreciation from anyone .,A mother works all hours of the day without any form of appreciation from anyone .,O O O B O I O O O O O O O O,O O O B I O O I O O O O O O O O
round the clock,all hours of the day,The new restaurant is said to be open round the clock .,The new restaurant is said to be open all the time .,O O O O O O O O B O I O,O O O O O O O O B O I O
round the clock,all hours of the day,The nanny has been working round the clock and she totally deserves this break .,The nanny has been working long hours and she totally deserves this break .,O O O O O B I I O O O O O O O,O O O O O B I O O O O O O O
round the clock,all hours of the day,"Although the work is round the clock , the payment for the same is quite meager .","Although the work is throughout the day and night , the payment for the same is quite meager .",O O O O B O I O O O O O O O O O O,O O O O B O I I I O O O O O O O O O O
round the clock,all hours of the day,The bank provides round the clock services to the clients .,The bank provides services at every hour of the day to the clients .,O O O B O I O O O O O,O O O O B I I I O I O O O O
round the clock,all hours of the day,His contract includes round the clock monitoring of the software to ensure that there is no malfunction .,His contract includes monitoring at all times of day of the software to ensure that there is no malfunction .,O O O B O I O O O O O O O O O O O O,O O O O B I I O I O O O O O O O O O O O
round the clock,all hours of the day,The new McDonald Drive-Through store on National Highway will remain open round the clock .,The new McDonald Drive-Through store on National Highway will remain open at all hours of the day .,O O O O O O O O O O O B O I O,O O O O O O O O O O O B I I I O I O
turn over a new leaf,to alter your behaviour in a positive way ,He has really turned over a new leaf .,He has really changed course .,O O O B I I I I O,O O O B I O
turn over a new leaf,to alter your behaviour in a positive way ,She promises to turn over a new leaf if we give her one more chance,She promises to be better if we give her one more chance,O O O B I I I I O O O O O O O,O O O B I O O O O O O O
turn over a new leaf,to alter your behaviour in a positive way ,"Apparently , he has stopped gossiping and promises to turn over a new leaf this year","Apparently , he has stopped gossiping and promises to change this year",O O O O O O O O O B I I I I O O,O O O O O O O O O B O O
turn over a new leaf,to alter your behaviour in a positive way ,I am starting my new job tomorrow and it feels like I am turning over a new leaf .,I am starting my new job tomorrow and it feels like I am starting a new journey .,O O O O O O O O O O O O O B I O O I O,O O O O O O O O O O O O O O O O B O
turn over a new leaf,to alter your behaviour in a positive way ,"I know that we have not gotten along very well in the past , but maybe we can turn over a new leaf .","I know that we have not gotten along very well in the past , but maybe we can start fresh .",O O O O O O O O O O O O O O O O O O B I I I I O,O O O O O O O O O O O O O O O O O O B I O
turn over a new leaf,to alter your behaviour in a positive way ,The management is turning over a new leaf concerning the reasons for project failure,The management is changing course concerning the reasons for project failure,O O O B I I I I O O O O O O,O O O B I O O O O O O
turn over a new leaf,to alter your behaviour in a positive way ,"I know that we have not gotten along very well in the past , but maybe we can turn over a new leaf .","I know that we have not gotten along very well in the past , but maybe we can start over .",O O O O O O O O O O O O O O O O O O B O I I I O,O O O O O O O O O O O O O O O O O O B O O
turn over a new leaf,to alter your behaviour in a positive way ,I want to turn over a new leaf regarding my overeating habit .,I want to change regarding my overeating habit .,O O O B I I I I O O O O O,O O O B O O O O O
stand out,to be very easy to see or notice,The blood vessels in the back of his right leg stood out .,The blood vessels in the back of his right leg were noticeable .,O O O O O O O O O O B I O,O O O O O O O O O O B I O
stand out,to be very easy to see or notice,Orange is the one colour that stands out anywhere .,Orange is the one colour that is conspicuous everywhere .,O O O O O O B I I O,O O O O O O O B I O
stand out,to be very easy to see or notice,"They registered more than a hundred complaints , but only five stood out as being of crucial importance .","They registered more than a hundred complaints , but only five stuck out as being of crucial importance .",O O O O O O O O O O O B O O O O O O O,O O O O O O O O O O O B O O O O O O O
stand out,to be very easy to see or notice,"In a country filled with docile adults who are only too glad be led like lambs to a slaughter , her courage remains admirable , as she continues to stand out against popular opinions .","In a country filled with docile adults who are only too glad be led like lambs to a slaughter , her courage remains admirable , as she continues to openly protest against popular opinions .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O
stand out,to be very easy to see or notice,"The next day of planting the seeds , the green sprouts were standing out of the soil .","The next day of planting the seeds , the green sprouts were above the surface of the soil .",O O O O O O O O O O O O B I O O O O,O O O O O O O O O O O O B O I O O O O
stand out,to be very easy to see or notice,"A glass-coated kite string made in China , killed a little girl by cutting into neck in India when she stood out of the sunroof of her moving car .","A glass-coated kite string made in China , killed a little girl by cutting into neck in India when she stood above the sunroof of her moving car .",O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O B O O O O O O O
arm in arm,to be closely allied,"Arm in arm , they went through everything together .","By each other 's side , they went through everything together .",B I I O O O O O O O,B I I I I O O O O O O O
arm in arm,to be closely allied,I can not complain of the path being harsh when I walk arm in arm with you .,I can not complain of the path being harsh when I walk closely to you .,O O O O O O O O O O O O B I I I O O,O O O O O O O O O O O O B I O O
arm in arm,to be closely allied,The couple took their baby home arm in arm and the family is now complete .,The couple took their baby home in their arms and the family is now complete .,O O O O O O B O I O O O O O O O,O O O O O O O O B O O O O O O O
arm in arm,to be closely allied,For some time she has no one to walk arm in arm .,For some time she has no one to walk together with .,O O O O O O O O O B I I O,O O O O O O O O O B I O
arm in arm,to be closely allied,He took his new bride home arm in arm . ',He took his new bride home in his arms . ',O O O O O O B O I O O,O O O O O O O O B O O
drive crazy,to disturb or irritate someone,He drives me crazy with the lazy way he executes all his tasks .,He irritates me with the lazy way he executes all his tasks .,O B O I O O O O O O O O O O,O B O O O O O O O O O O O
drive crazy,to disturb or irritate someone,Leo 's constant nagging certainly drives me crazy .,Leo 's constant nagging certainly irks me .,O O O O O B O I O,O O O O O B O O
drive crazy,to disturb or irritate someone,"Although a good quality , it sometimes drives me crazy .","Although a good quality , it sometimes disturbs me .",O O O O O O O B O I O,O O O O O O O B O O
drive crazy,to disturb or irritate someone,I 'd rather you drive me crazy with non-stop chatter than keep quiet because you 're mad at me .,I 'd rather you bother me with non-stop chatter than keep quiet because you 're mad at me .,O O O O B O I O O O O O O O O O O O O O,O O O O B O O O O O O O O O O O O O O
drive crazy,to disturb or irritate someone,Celia drives everyone crazy with her bossy and know it all attitude .,Celia irritates everyone with her bossy and know it all attitude .,O B O I O O O O O O O O O,O B O O O O O O O O O O
drive crazy,to disturb or irritate someone,Adam drove his wife crazy with his constant arguments about money . ',Adam irritated his wife with his constant arguments about money . ',O B O O I O O O O O O O O,O B O O O O O O O O O O
hang up,to disconnect a phone call,If you do not stop complaining then I will hang up on you .,If you do not stop complaining then I will disconnect from the phone call on you .,O O O O O O O O O B I O O O,O O O O O O O O O B I I I I O O O
hang up,to disconnect a phone call,Do n't you dare hang up until I have had a chance to ask my question !,Do n't you dare disconnect from the phone call until I have had a chance to ask my question !,O O O O B I O O O O O O O O O O O,O O O O B I I I I O O O O O O O O O O O
hang up,to disconnect a phone call,"I am going to hang up now , and call me back if you can hear this .","I am going to disconnect now , and call me back if you can hear this .",O O O O B I O O O O O O O O O O O O,O O O O B O O O O O O O O O O O O
hang up,to disconnect a phone call,"He can ’ t hear anything , so he hangs up .","He can ’ t hear anything , so he disconnects .",O O O O O O O O O B I O,O O O O O O O O O B O
hang up,to disconnect a phone call,We had to hang up on them as they were just not able to do the job that we needed .,We had to disconnect from the phone call on them as they were just not able to do the job that we needed .,O O O B I O O O O O O O O O O O O O O O O,O O O B I O I I O O O O O O O O O O O O O O O O
hang up,to be obsessed with someone or something,Jane has a lot of hang ups about being an overweight child .,Jane has a lot of obssession about being an overweight child .,O O O O O B I O O O O O O,O O O O O B O O O O O O
hang up,to be obsessed with someone or something,Peter has hung ups about not being as educated as some of his peers .,Peter has been obsessed about not being as educated as some of his peers .,O O B I O O O O O O O O O O O,O O B I O O O O O O O O O O O
hang up,to be obsessed with someone or something,She is still hung up on her ex-boyfriend .,She is still stuck on her ex-boyfriend .,O O O B I O O O O,O O O B O O O O
hang up,to be obsessed with someone or something,I am still hung up on that sale I missed last week .,I am still obsessed with that sale I missed last week .,O O O B I I O O O O O O O,O O O B I O O O O O O O
hang up,to be obsessed with someone or something,"They are hung up on that show , and want to watch it again .","They are obsessed with that show , and want to watch it again .",O O B I I O O O O O O O O O O,O O B I O O O O O O O O O O
before one can say Jack Robinson,very suddenly,I wanted to have a meaningful conversation with him when he was back from work but he was gone before I could say Jack Robinson .,I wanted to have a meaningful conversation with him when he was back from work but he left so quickly .,O O O O O O O O O O O O O O O O O O B I O I I I I O,O O O O O O O O O O O O O O O O O B I I O
before one can say Jack Robinson,very suddenly,"They would be gone before you can say Jack Robinson , mark my words .","They would be gone so suddenly , mark my words .",O O O O B I I I I I O O O O O,O O O O B I O O O O O
before one can say Jack Robinson,very suddenly,His house was already built before one could say Jack Robinson .,His house was already built in such a short duration of time .,O O O O O B I I I I I O,O O O O O B I I I I I I O
before one can say Jack Robinson,very suddenly,"I ’ m not far from your house , so I ’ ll be there before you can say Jack Robinson .","I ’ m not far from your house , so I ’ ll be there soon .",O O O O O O O O O O O O O O O B I I I I I O,O O O O O O O O O O O O O O O B O
before one can say Jack Robinson,very suddenly,"Before I could say Jack Robinson , Tom had rushed out of the room .","Very suddenly , Tom had rushed out of the room .",B I I I I I O O O O O O O O O,B I O O O O O O O O O
blazing row,a big fight or quarrel,"After having a blazing row with his wife , he stormed out of the room and banged the door behind him .","After having a big fight with his wife , he stormed out of the room and banged the door behind him .",O O O B I O O O O O O O O O O O O O O O O O,O O O B I O O O O O O O O O O O O O O O O O
blazing row,a big fight or quarrel,I think its best for them to separate and They are no good together and are having blazing rows with each other almost every day .,"I think its best for them to separate and They are no good together and are having intense , vengeful arguments with each other almost every day .",O O O O O O O O O O O O O O O O O B I O O O O O O O,O O O O O O O O O O O O O O O O O B I I I O O O O O O O
blazing row,a big fight or quarrel,The couple had a blazing row about the amount money spent on shopping in the middle of the shopping mall .,The couple had a noisy quarrel about the amount money spent on shopping in the middle of the shopping mall .,O O O O B I O O O O O O O O O O O O O O O,O O O O B I O O O O O O O O O O O O O O O
